Season,City,Climate Zone,Building Type,Building Function,Floors,Building Operation Mode,Room Length x Width (m^2),Room Height (m),Sex,Age,Height (m),Weight (kg),Living Years,Clothing Insulation (clo),Metabolic Rate (met),Indoor Air Temperature (¡æ),Indoor Relative Humidity (%),Indoor Air Velocity (m/s),Globe Temperature (¡æ),Indoor Air Temperature 1 (¡æ),Indoor Relative Humidity 1 (%),Indoor Air Velocity 1 (m/s),Globe Temperature 1 (¡æ),Indoor Air Temperature 2 (¡æ),Indoor Relative Humidity 2 (%),Indoor Air Velocity 2 (m/s),Globe Temperature 2 (¡æ),Roof Temperature (¡æ),Wall Temperature (¡æ),Floor Temperature (¡æ),Operative Temperature (¡æ),Mean Radiant Temperature (¡æ),Radiant Temperature Asymmetry (¡æ),Real-Time Outdoor Temperature (¡æ),Mean Daily Outdoor Temperature (¡æ),Monthly Mean Outdoor Temperature (¡æ),7-Day Running Mean Outdoor Temperature (¡æ),15-Day Running Mean Outdoor Temperature (¡æ),Mean Daily Outdoor Relative Humidity (%),Mean Daily Outdoor Air Velocity (m/s)
Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,Bedroom,,Convection heating,,,,,,,,1.81,1.2,22.8,49,,,22.8,49,,,22.8,49,0.0,22.8,,,,22.8,22.8,,,7.1,5.6,11.6,14.3,,
Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,Bedroom,,Convection heating,,,,,,,,0.93,1.2,14.6,56,,,14.6,56,,,14.6,56,0.0,14.6,,,,14.6,14.6,,,7.1,5.6,11.6,14.3,,
Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,Bedroom,,Convection heating,,,,,,,,1.17,1.0,20.0,55,,,20.0,55,,,20.0,55,0.0,20.0,,,,20.0,20.0,,,7.1,5.6,11.6,14.3,,
Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,Living room,,Convection heating,,,,,,,,1.73,1.0,19.6,60,,,19.6,60,,,19.6,60,0.0,19.6,,,,19.6,19.6,,,7.1,5.6,11.6,14.3,,
Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,Bedroom,,Convection heating,,,,,,,,1.11,1.2,18.2,56,,,18.2,56,,,18.2,56,0.0,18.2,,,,18.2,18.2,,,8.2,6.8,5.3,6.3,,
Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,Living room,,Convection heating,,,,,,,,1.75,1.0,14.1,64,,,14.1,64,,,14.1,64,0.0,14.1,,,,14.1,14.1,,,8.2,6.8,5.3,6.3,,
Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,Living room,,Convection heating,,,,,,,,1.72,1.0,11.9,59,,,11.9,59,,,11.9,59,0.0,11.9,,,,11.9,11.9,,,8.2,6.8,5.3,6.3,,
Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,Living room,,Convection heating,,,,,,,,1.77,1.0,15.5,44,,,15.5,44,,,15.5,44,0.0,15.5,,,,15.5,15.5,,,8.2,6.8,5.3,6.3,,
Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,Living room,,Convection heating,,,,,,,,1.15,2.0,24.5,33,,,24.5,33,,,24.5,33,0.0,24.5,,,,24.5,24.5,,,8.2,6.8,5.3,6.3,,
Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,Bedroom,,Convection heating,,,,,,,,1.76,1.2,22.3,56,,,22.3,56,,,22.3,56,0.0,22.3,,,,22.3,22.3,,,8.2,6.8,5.3,6.3,,
Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,Bedroom,,Convection heating,,,,,,,,0.49,1.0,17.6,63,,,17.6,63,,,17.6,63,0.0,17.6,,,,17.6,17.6,,,8.2,6.8,5.3,6.3,,
Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,Bedroom,,Convection heating,,,,,,,,1.67,1.0,18.4,57,,,18.4,57,,,18.4,57,0.0,18.4,,,,18.4,18.4,,,8.2,6.8,5.3,6.3,,
Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,Living room,,Convection heating,,,,,,,,1.39,1.0,21.6,46,,,21.6,46,,,21.6,46,0.0,21.6,,,,21.6,21.6,,,8.2,6.8,5.3,6.3,,
Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,Bedroom,,Convection heating,,,,,,,,1.86,1.0,14.9,48,,,14.9,48,,,14.9,48,0.0,14.9,,,,14.9,14.9,,,8.2,6.8,5.3,6.3,,
Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,Living room,,Convection heating,,,,,,,,1.45,1.2,13.2,54,,,13.2,54,,,13.2,54,0.0,13.2,,,,13.2,13.2,,,8.2,6.8,5.3,6.3,,
Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,Living room,,Convection heating,,,,,,,,1.75,1.0,18.9,46,,,18.9,46,,,18.9,46,0.0,18.9,,,,18.9,18.9,,,4.3,6.8,5.0,5.7,,
Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,Bedroom,,Convection heating,,,,,,,,1.72,1.0,17.2,54,,,17.2,54,,,17.2,54,0.0,17.2,,,,17.2,17.2,,,4.3,6.8,5.0,5.7,,
Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,Bedroom,,Convection heating,,,,,,,,1.81,1.4,15.6,54,,,15.6,54,,,15.6,54,0.0,15.6,,,,15.6,15.6,,,4.3,6.8,5.0,5.7,,
Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,Living room,,Convection heating,,,,,,,,1.3,1.2,14.5,36,,,14.5,36,,,14.5,36,0.0,14.5,,,,14.5,14.5,,,4.3,6.8,5.0,5.7,,
Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,Bedroom,,Convection heating,,,,,,,,1.6,1.5,15.8,50,,,15.8,50,,,15.8,50,0.0,15.8,,,,15.8,15.8,,,4.3,6.8,5.0,5.7,,
Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,Bedroom,,Convection heating,,,,,,,,1.74,1.2,17.3,63,,,17.3,63,,,17.3,63,0.0,17.3,,,,17.3,17.3,,,4.3,6.8,5.0,5.7,,
Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,Living room,,Convection heating,,,,,,,,1.63,1.0,13.4,71,,,13.4,71,,,13.4,71,0.0,13.4,,,,13.4,13.4,,,4.3,6.8,5.0,5.7,,
Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,Living room,,Convection heating,,,,,,,,1.18,1.0,23.1,40,,,23.1,40,,,23.1,40,0.0,23.1,,,,23.1,23.1,,,4.3,6.8,5.0,5.7,,
Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,Living room,,Convection heating,,,,,,,,1.18,1.0,21.6,41,,,21.6,41,,,21.6,41,0.0,21.6,,,,21.6,21.6,,,10.6,10.3,6.0,7.6,,
Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,Bedroom,,Convection heating,,,,,,,,1.01,1.5,12.7,83,,,12.7,83,,,12.7,83,0.0,12.7,,,,12.7,12.7,,,10.6,10.3,6.0,7.6,,
Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,Bedroom,,Convection heating,,,,,,,,1.6,1.5,18.1,56,,,18.1,56,,,18.1,56,0.0,18.1,,,,18.1,18.1,,,10.6,10.3,6.0,7.6,,
Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,Living room,,Convection heating,,,,,,,,1.69,1.0,19.8,62,,,19.8,62,,,19.8,62,0.0,19.8,,,,19.8,19.8,,,10.6,10.3,6.0,7.6,,
Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,Bedroom,,Convection heating,,,,,,,,1.66,1.0,19.0,70,,,19.0,70,,,19.0,70,0.0,19.0,,,,19.0,19.0,,,10.6,10.3,6.0,7.6,,
Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,Bedroom,,Convection heating,,,,,,,,0.71,1.0,18.0,73,,,18.0,73,,,18.0,73,0.0,18.0,,,,18.0,18.0,,,10.6,10.3,6.0,7.6,,
Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,Living room,,Convection heating,,,,,,,,1.07,1.0,25.1,50,,,25.1,50,,,25.1,50,0.0,25.1,,,,25.1,25.1,,,10.6,10.3,6.0,7.6,,
Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,Bedroom,,Convection heating,,,,,,,,1.05,1.5,18.4,57,,,18.4,57,,,18.4,57,0.0,18.4,,,,18.4,18.4,,,11.3,16.9,9.7,11.4,,
Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,Living room,,Convection heating,,,,,,,,1.47,1.0,21.0,55,,,21.0,55,,,21.0,55,0.0,21.0,,,,21.0,21.0,,,11.3,16.9,9.7,11.4,,
Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,1.84,1.0,10.7,76,,,10.7,76,,,10.7,76,0.0,10.7,,,,10.7,10.7,,,10.2,6.3,8.2,10.3,,
Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,1.37,1.6,18.4,55,,,18.4,55,,,18.4,55,0.0,18.4,,,,18.4,18.4,,,10.2,6.3,8.2,10.3,,
Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,2.73,1.0,13.0,54,,,13.0,54,,,13.0,54,0.0,13.0,,,,13.0,13.0,,,11.5,6.8,3.6,4.4,,
Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,1.63,1.2,10.1,67,,,10.1,67,,,10.1,67,0.0,10.1,,,,10.1,10.1,,,11.5,6.8,3.6,4.4,,
Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,1.75,1.0,10.2,63,,,10.2,63,,,10.2,63,0.0,10.2,,,,10.2,10.2,,,11.5,6.8,3.6,4.4,,
Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,1.59,1.2,13.4,34,,,13.4,34,,,13.4,34,0.0,13.4,,,,13.4,13.4,,,11.5,6.8,3.6,4.4,,
Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,1.18,1.2,17.0,61,,,17.0,61,,,17.0,61,0.0,17.0,,,,17.0,17.0,,,11.5,6.8,3.6,4.4,,
Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,1.23,2.0,18.3,59,,,18.3,59,,,18.3,59,0.0,18.3,,,,18.3,18.3,,,11.5,6.8,3.6,4.4,,
Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,1.48,1.0,14.3,77,,,14.3,77,,,14.3,77,0.0,14.3,,,,14.3,14.3,,,11.5,6.8,3.6,4.4,,
Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,1.81,1.6,14.9,67,,,14.9,67,,,14.9,67,0.0,14.9,,,,14.9,14.9,,,17.9,6.1,8.4,9.5,,
Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,2.16,1.0,11.1,74,,,11.1,74,,,11.1,74,0.0,11.1,,,,11.1,11.1,,,17.9,6.1,8.4,9.5,,
Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,2.37,2.0,12.7,85,,,12.7,85,,,12.7,85,0.0,12.7,,,,12.7,12.7,,,17.9,6.1,8.4,9.5,,
Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,1.57,1.0,14.4,62,,,14.4,62,,,14.4,62,0.0,14.4,,,,14.4,14.4,,,17.9,6.1,8.4,9.5,,
Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,1.32,1.6,19.8,63,,,19.8,63,,,19.8,63,0.0,19.8,,,,19.8,19.8,,,17.9,6.1,8.4,9.5,,
Transition Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,1.6,1.0,17.1,58,,,17.1,58,,,17.1,58,0.0,17.1,,,,17.1,17.1,,,6.5,11.5,7.0,7.8,,
Transition Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,1.13,1.2,21.8,61,,,21.8,61,,,21.8,61,0.0,21.8,,,,21.8,21.8,,,6.5,11.5,7.0,7.8,,
Transition Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,1.44,1.0,16.2,68,,,16.2,68,,,16.2,68,0.0,16.2,,,,16.2,16.2,,,6.5,11.5,7.0,7.8,,
Transition Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,1.29,1.0,14.8,69,,,14.8,69,,,14.8,69,0.0,14.8,,,,14.8,14.8,,,6.5,11.5,7.0,7.8,,
Transition Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,1.75,1.2,13.1,67,,,13.1,67,,,13.1,67,0.0,13.1,,,,13.1,13.1,,,6.5,11.5,7.0,7.8,,
Transition Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,1.57,1.2,13.8,61,,,13.8,61,,,13.8,61,0.0,13.8,,,,13.8,13.8,,,6.5,11.5,7.0,7.8,,
Transition Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,1.4,1.2,24.3,50,,,24.3,50,,,24.3,50,0.0,24.3,,,,24.3,24.3,,,6.5,11.5,7.0,7.8,,
Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,1.39,1.1,10.4,78,,,10.4,78,,,10.4,78,0.0,10.4,,,,10.4,10.4,,,5.9,4.7,2.5,3.2,,
Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,1.46,1.1,13.2,66,,,13.2,66,,,13.2,66,0.0,13.2,,,,13.2,13.2,,,10.2,6.3,8.2,10.3,,
Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,1.03,1.1,12.3,69,,,12.3,69,,,12.3,69,0.0,12.3,,,,12.3,12.3,,,10.2,6.3,8.2,10.3,,
Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,0.84,1.1,14.0,61,,,14.0,61,,,14.0,61,0.0,14.0,,,,14.0,14.0,,,10.2,6.3,8.2,10.3,,
Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,0.84,1.1,14.4,67,,,14.4,67,,,14.4,67,0.0,14.4,,,,14.4,14.4,,,10.2,6.3,8.2,10.3,,
Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,0.86,1.1,14.0,61,,,14.0,61,,,14.0,61,0.0,14.0,,,,14.0,14.0,,,10.2,6.3,8.2,10.3,,
Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,1.11,1.1,12.7,60,,,12.7,60,,,12.7,60,0.0,12.7,,,,12.7,12.7,,,10.2,6.3,8.2,10.3,,
Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,1.12,1.1,15.2,80,,,15.2,80,,,15.2,80,0.0,15.2,,,,15.2,15.2,,,10.2,6.3,8.2,10.3,,
Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,1.4,1.1,15.3,79,,,15.3,79,,,15.3,79,0.0,15.3,,,,15.3,15.3,,,10.2,6.3,8.2,10.3,,
Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,1.4,1.1,13.1,58,,,13.1,58,,,13.1,58,0.0,13.1,,,,13.1,13.1,,,10.2,6.3,8.2,10.3,,
Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,1.44,1.1,11.7,53,,,11.7,53,,,11.7,53,0.0,11.7,,,,11.7,11.7,,,10.2,6.3,8.2,10.3,,
Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,1.44,1.1,11.5,71,,,11.5,71,,,11.5,71,0.0,11.5,,,,11.5,11.5,,,10.2,6.3,8.2,10.3,,
Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,1.44,1.1,11.9,58,,,11.9,58,,,11.9,58,0.0,11.9,,,,11.9,11.9,,,10.2,6.3,8.2,10.3,,
Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,1.64,1.1,11.9,61,,,11.9,61,,,11.9,61,0.0,11.9,,,,11.9,11.9,,,10.2,6.3,8.2,10.3,,
Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,1.4,1.1,13.2,67,,,13.2,67,,,13.2,67,0.0,13.2,,,,13.2,13.2,,,10.2,6.3,8.2,10.3,,
Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,1.72,1.1,10.1,49,,,10.1,49,,,10.1,49,0.0,10.1,,,,10.1,10.1,,,5.9,4.7,2.5,3.2,,
Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,1.76,1.1,11.3,68,,,11.3,68,,,11.3,68,0.0,11.3,,,,11.3,11.3,,,5.9,4.7,2.5,3.2,,
Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,1.18,1.1,10.6,73,,,10.6,73,,,10.6,73,0.0,10.6,,,,10.6,10.6,,,5.9,4.7,2.5,3.2,,
Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,1.13,1.1,11.1,79,,,11.1,79,,,11.1,79,0.0,11.1,,,,11.1,11.1,,,3.6,4.5,4.2,4.7,,
Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,1.68,1.1,10.7,63,,,10.7,63,,,10.7,63,0.0,10.7,,,,10.7,10.7,,,3.6,4.5,4.2,4.7,,
Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,1.72,1.1,10.5,66,,,10.5,66,,,10.5,66,0.0,10.5,,,,10.5,10.5,,,3.6,4.5,4.2,4.7,,
Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,1.57,1.1,19.7,65,,,19.7,65,,,19.7,65,0.0,19.7,,,,19.7,19.7,,,13.3,12.2,13.4,16.7,,
Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,2.18,1.1,10.4,68,,,10.4,68,,,10.4,68,0.0,10.4,,,,10.4,10.4,,,3.6,4.5,4.2,4.7,,
Transition Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,1.82,1.1,13.3,85,,,13.3,85,,,13.3,85,0.0,13.3,,,,13.3,13.3,,,6.0,9.4,5.4,6.3,,
Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,1.24,1.1,18.6,65,,,18.6,65,,,18.6,65,0.0,18.6,,,,18.6,18.6,,,13.3,12.2,13.4,16.7,,
Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,1.15,1.1,13.8,69,,,13.8,69,,,13.8,69,0.0,13.8,,,,13.8,13.8,,,10.2,6.3,8.2,10.3,,
Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,1.39,1.1,9.5,52,,,9.5,52,,,9.5,52,0.0,9.5,,,,9.5,9.5,,,5.9,4.7,2.5,3.2,,
Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,0.85,1.1,20.3,84,,,20.3,84,,,20.3,84,0.0,20.3,,,,20.3,20.3,,,13.3,12.2,13.4,16.7,,
Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,0.85,1.1,13.2,70,,,13.2,70,,,13.2,70,0.0,13.2,,,,13.2,13.2,,,10.2,6.3,8.2,10.3,,
Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,1.39,1.1,9.4,69,,,9.4,69,,,9.4,69,0.0,9.4,,,,9.4,9.4,,,10.2,6.3,8.2,10.3,,
Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,1.35,1.1,10.0,45,,,10.0,45,,,10.0,45,0.0,10.0,,,,10.0,10.0,,,5.9,4.7,2.5,3.2,,
Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,1.64,1.1,10.7,60,,,10.7,60,,,10.7,60,0.0,10.7,,,,10.7,10.7,,,5.9,4.7,2.5,3.2,,
Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,0.85,1.1,10.5,74,,,10.5,74,,,10.5,74,0.0,10.5,,,,10.5,10.5,,,5.9,4.7,2.5,3.2,,
Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,1.4,1.1,10.2,55,,,10.2,55,,,10.2,55,0.0,10.2,,,,10.2,10.2,,,3.6,4.5,4.2,4.7,,
Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,1.35,1.1,11.6,50,,,11.6,50,,,11.6,50,0.0,11.6,,,,11.6,11.6,,,3.6,4.5,4.2,4.7,,
Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,0.85,1.1,19.9,82,,,19.9,82,,,19.9,82,0.0,19.9,,,,19.9,19.9,,,13.3,12.2,13.4,16.7,,
Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,1.51,1.1,9.1,57,,,9.1,57,,,9.1,57,0.0,9.1,,,,9.1,9.1,,,10.2,6.3,8.2,10.3,,
Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,1.24,1.1,21.2,81,,,21.2,81,,,21.2,81,0.0,21.2,,,,21.2,21.2,,,13.3,12.2,13.4,16.7,,
Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,1.24,1.1,21.6,80,,,21.6,80,,,21.6,80,0.0,21.6,,,,21.6,21.6,,,13.3,12.2,13.4,16.7,,
Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,1.24,1.1,20.1,71,,,20.1,71,,,20.1,71,0.0,20.1,,,,20.1,20.1,,,13.3,12.2,13.4,16.7,,
Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,1.48,1.1,15.7,71,,,15.7,71,,,15.7,71,0.0,15.7,,,,15.7,15.7,,,10.2,6.3,8.2,10.3,,
Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,1.21,1.1,17.5,71,,,17.5,71,,,17.5,71,0.0,17.5,,,,17.5,17.5,,,10.2,6.3,8.2,10.3,,
Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,1.46,1.1,17.1,83,,,17.1,83,,,17.1,83,0.0,17.1,,,,17.1,17.1,,,10.2,6.3,8.2,10.3,,
Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,1.03,1.1,19.7,80,,,19.7,80,,,19.7,80,0.0,19.7,,,,19.7,19.7,,,13.3,12.2,13.4,16.7,,
Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,1.39,1.1,11.1,64,,,11.1,64,,,11.1,64,0.0,11.1,,,,11.1,11.1,,,10.2,6.3,8.2,10.3,,
Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,1.57,1.1,9.1,67,,,9.1,67,,,9.1,67,0.0,9.1,,,,9.1,9.1,,,3.6,4.5,4.2,4.7,,
Transition Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,1.4,1.1,11.5,79,,,11.5,79,,,11.5,79,0.0,11.5,,,,11.5,11.5,,,7.5,9.4,5.0,6.0,,
Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,Bedroom,,Naturally Ventilated,,,,,,,,0.78,1.2,13.7,52,,,13.7,52,,,13.7,52,0.0,13.7,,,,13.7,13.7,,,14.5,14.8,11.8,14.4,,
Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,Study,,Naturally Ventilated,,,,,,,,1.12,1.0,13.4,66,,,13.4,66,,,13.4,66,0.0,13.4,,,,13.4,13.4,,,7.1,5.6,11.6,14.3,,
Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,Study,,Naturally Ventilated,,,,,,,,1.27,1.0,14.6,68,,,14.6,68,,,14.6,68,0.0,14.6,,,,14.6,14.6,,,7.1,5.6,11.6,14.3,,
Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,Bedroom,,Naturally Ventilated,,,,,,,,1.96,1.2,13.7,75,,,13.7,75,,,13.7,75,0.0,13.7,,,,13.7,13.7,,,7.1,5.6,11.6,14.3,,
Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,Living room,,Naturally Ventilated,,,,,,,,1.1,1.4,18.6,81,,,18.6,81,,,18.6,81,0.0,18.6,,,,18.6,18.6,,,7.1,5.6,11.6,14.3,,
Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,Bedroom,,Naturally Ventilated,,,,,,,,1.43,1.0,17.4,82,,,17.4,82,,,17.4,82,0.0,17.4,,,,17.4,17.4,,,7.1,5.6,11.6,14.3,,
Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,Bedroom,,Naturally Ventilated,,,,,,,,1.26,1.0,14.6,64,,,14.6,64,,,14.6,64,0.0,14.6,,,,14.6,14.6,,,7.1,5.6,11.6,14.3,,
Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,Study,,Naturally Ventilated,,,,,,,,1.93,1.2,11.2,70,,,11.2,70,,,11.2,70,0.0,11.2,,,,11.2,11.2,,,7.1,5.6,11.6,14.3,,
Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,Study,,Naturally Ventilated,,,,,,,,1.65,1.2,8.4,69,,,8.4,69,,,8.4,69,0.0,8.4,,,,8.4,8.4,,,7.1,5.6,11.6,14.3,,
Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,Bedroom,,Naturally Ventilated,,,,,,,,1.26,1.2,13.1,44,,,13.1,44,,,13.1,44,0.0,13.1,,,,13.1,13.1,,,7.1,5.6,11.6,14.3,,
Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,Study,,Naturally Ventilated,,,,,,,,1.57,1.0,9.7,77,,,9.7,77,,,9.7,77,0.0,9.7,,,,9.7,9.7,,,7.1,5.6,11.6,14.3,,
Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,Bedroom,,Naturally Ventilated,,,,,,,,1.9,1.2,10.7,58,,,10.7,58,,,10.7,58,0.0,10.7,,,,10.7,10.7,,,7.1,5.6,11.6,14.3,,
Winter Season,Shanghai City,Hot summer and cold winter zone,Residential,Study,,Naturally Ventilated,,,,,,,,1.31,1.0,12.4,78,,,12.4,78,,,12.4,78,0.0,12.4,,,,12.4,12.4,,,5.7,6.8,2.5,3.2,,
