Season,City,Climate Zone,Building Type,Building Function,Floors,Building Operation Mode,Room Length x Width (m^2),Room Height (m),Sex,Age,Height (m),Weight (kg),Living Years,Clothing Insulation (clo),Metabolic Rate (met),Indoor Air Temperature (¡æ),Indoor Relative Humidity (%),Indoor Air Velocity (m/s),Globe Temperature (¡æ),Indoor Air Temperature 1 (¡æ),Indoor Relative Humidity 1 (%),Indoor Air Velocity 1 (m/s),Globe Temperature 1 (¡æ),Indoor Air Temperature 2 (¡æ),Indoor Relative Humidity 2 (%),Indoor Air Velocity 2 (m/s),Globe Temperature 2 (¡æ),Roof Temperature (¡æ),Wall Temperature (¡æ),Floor Temperature (¡æ),Operative Temperature (¡æ),Mean Radiant Temperature (¡æ),Radiant Temperature Asymmetry (¡æ),PMV,PPD,Real-Time Outdoor Temperature (¡æ),Mean Daily Outdoor Temperature (¡æ),Monthly Mean Outdoor Temperature (¡æ),7-Day Running Mean Outdoor Temperature (¡æ),15-Day Running Mean Outdoor Temperature (¡æ),Mean Daily Outdoor Relative Humidity (%),Mean Daily Outdoor Air Velocity (m/s)
Summer Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,22,,,,0.45,1.0,31.1,70,,,31.1,70,,,31.1,70,0.0,31.1,,,,31.1,31.1,,2.19,84.77,,,,,,,
Summer Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,22,,,,0.45,1.0,30.0,72,,,30.0,72,,,30.0,72,0.0,30.0,,,,30.0,30.0,,1.76,65.35,,,,,,,
Summer Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,22,,,,0.42,1.0,29.1,73,,,29.1,73,,,29.1,73,0.0,29.1,,,,29.1,29.1,,1.37,43.99,,,,,,,
Summer Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,23,,,,0.42,1.0,29.1,72,,,29.1,72,,,29.1,72,0.0,29.1,,,,29.1,29.1,,1.35,43.2,,,,,,,
Summer Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,22,,,,0.45,1.0,28.1,80,,,28.1,80,,,28.1,80,0.0,28.1,,,,28.1,28.1,,1.07,29.1,,,,,,,
Summer Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Educationnal,Classroom,,Naturally Ventilated,,,Female,22,,,,0.45,1.0,28.1,80,,,28.1,80,,,28.1,80,0.0,28.1,,,,28.1,28.1,,1.07,29.1,,,,,,,
Summer Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Educationnal,Classroom,,Naturally Ventilated,,,Female,20,,,,0.47,1.0,26.5,50,,,26.5,50,,,26.5,50,0.0,26.5,,,,26.5,26.5,,0.16,5.54,,,,,,,
Summer Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Educationnal,Classroom,,Naturally Ventilated,,,Female,22,,,,0.42,1.0,28.0,64,,,28.0,64,,,28.0,64,0.0,28.0,,,,28.0,28.0,,0.81,19.04,,,,,,,
Summer Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,23,,,,0.45,1.0,27.5,68,,,27.5,68,,,27.5,68,0.0,27.5,,,,27.5,27.5,,0.7,15.37,,,,,,,
Summer Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,20,,,,0.6,1.0,27.1,62,,,27.1,62,,,27.1,62,0.0,27.1,,,,27.1,27.1,,0.74,16.76,,,,,,,
Summer Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,20,,,,0.45,1.0,27.1,64,,,27.1,64,,,27.1,64,0.0,27.1,,,,27.1,27.1,,0.49,10.15,,,,,,,
Summer Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,,Naturally Ventilated,,,Female,22,,,,0.69,1.0,28.0,63,,,28.0,63,,,28.0,63,0.0,28.0,,,,28.0,28.0,,1.18,34.6,,,,,,,
Transition Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,0.61,1.0,19.3,72,,,19.3,72,,,19.3,72,0.0,19.3,,,,19.3,19.3,,-1.99,76.34,,,,,,,
Transition Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,0.91,1.0,16.5,69,,,16.5,69,,,16.5,69,0.0,16.5,,,,16.5,16.5,,-1.96,75.1,,,,,,,
Transition Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,0.91,1.0,21.0,79,,,21.0,79,,,21.0,79,0.0,21.0,,,,21.0,21.0,,-0.57,11.74,,,,,,,
Transition Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,0.91,1.0,20.7,23,,,20.7,23,,,20.7,23,0.0,20.7,,,,20.7,20.7,,-1.02,26.96,,,,,,,
Transition Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,0.91,1.0,22.5,70,,,22.5,70,,,22.5,70,0.0,22.5,,,,22.5,22.5,,-0.18,5.64,,,,,,,
Transition Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,0.91,1.0,21.7,78,,,21.7,78,,,21.7,78,0.0,21.7,,,,21.7,21.7,,-0.36,7.72,,,,,,,
Transition Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,0.61,1.0,24.0,80,,,24.0,80,,,24.0,80,0.0,24.0,,,,24.0,24.0,,-0.22,6.01,,,,,,,
Transition Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,0.61,1.0,24.0,80,,,24.0,80,,,24.0,80,0.0,24.0,,,,24.0,24.0,,-0.22,6.01,,,,,,,
Transition Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,0.61,1.0,25.5,81,,,25.5,81,,,25.5,81,0.0,25.5,,,,25.5,25.5,,0.34,7.47,,,,,,,
Transition Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,0.61,1.0,28.0,63,,,28.0,63,,,28.0,63,0.0,28.0,,,,28.0,28.0,,1.09,30.28,,,,,,,
Transition Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,0.61,1.0,26.5,73,,,26.5,73,,,26.5,73,0.0,26.5,,,,26.5,26.5,,0.64,13.69,,,,,,,
Transition Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,0.61,1.0,19.1,45,,,19.1,45,,,19.1,45,0.0,19.1,,,,19.1,19.1,,-2.22,85.63,,,,,,,
Transition Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,0.91,1.0,18.0,28,,,18.0,28,,,18.0,28,0.0,18.0,,,,18.0,18.0,,-1.74,64.23,,,,,,,
Transition Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,0.91,1.0,18.5,28,,,18.5,28,,,18.5,28,0.0,18.5,,,,18.5,18.5,,-1.6,56.69,,,,,,,
Transition Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,0.91,1.0,17.5,47,,,17.5,47,,,17.5,47,0.0,17.5,,,,17.5,17.5,,-1.78,66.32,,,,,,,
Transition Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,0.61,1.0,18.5,66,,,18.5,66,,,18.5,66,0.0,18.5,,,,18.5,18.5,,-2.31,88.64,,,,,,,
Transition Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,0.61,1.0,20.0,57,,,20.0,57,,,20.0,57,0.0,20.0,,,,20.0,20.0,,-1.83,68.6,,,,,,,
Transition Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,0.61,1.0,19.5,56,,,19.5,56,,,19.5,56,0.0,19.5,,,,19.5,19.5,,-2.01,77.41,,,,,,,
Transition Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,0.91,1.0,19.8,73,,,19.8,73,,,19.8,73,0.0,19.8,,,,19.8,19.8,,-0.96,24.73,,,,,,,
Transition Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,0.91,1.0,19.0,82,,,19.0,82,,,19.0,82,0.0,19.0,,,,19.0,19.0,,-1.15,32.96,,,,,,,
Transition Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,0.47,1.0,20.0,67,,,20.0,67,,,20.0,67,0.0,20.0,,,,20.0,20.0,,-2.3,88.41,,,,,,,
Transition Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,0.47,1.0,21.0,79,,,21.0,79,,,21.0,79,0.0,21.0,,,,21.0,21.0,,-1.82,68.29,,,,,,,
Transition Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,0.61,1.0,22.0,84,,,22.0,84,,,22.0,84,0.0,22.0,,,,22.0,22.0,,-0.93,23.29,,,,,,,
Transition Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,0.61,1.0,21.0,84,,,21.0,84,,,21.0,84,0.0,21.0,,,,21.0,21.0,,-1.3,40.21,,,,,,,
Transition Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,0.41,1.0,21.7,79,,,21.7,79,,,21.7,79,0.0,21.7,,,,21.7,21.7,,-1.75,64.65,,,,,,,
Transition Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,0.61,1.0,22.0,74,,,22.0,74,,,22.0,74,0.0,22.0,,,,22.0,22.0,,-1.0,26.14,,,,,,,
Transition Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,0.41,1.0,26.5,42,,,26.5,42,,,26.5,42,0.0,26.5,,,,26.5,26.5,,-0.03,5.02,,,,,,,
Summer Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,0.41,1.0,24.5,51,,,24.5,51,,,24.5,51,0.0,24.5,,,,24.5,24.5,,-0.78,17.95,,,,,,,
Summer Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,0.56,1.0,23.5,10,,,23.5,10,,,23.5,10,0.0,23.5,,,,23.5,23.5,,-1.07,29.24,,,,,,,
Summer Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,0.41,1.0,24.5,14,,,24.5,14,,,24.5,14,0.0,24.5,,,,24.5,24.5,,-1.08,29.82,,,,,,,
Summer Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,0.56,1.0,26.2,32,,,26.2,32,,,26.2,32,0.0,26.2,,,,26.2,26.2,,0.07,5.1,,,,,,,
Summer Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,0.56,1.0,24.5,59,,,24.5,59,,,24.5,59,0.0,24.5,,,,24.5,24.5,,-0.32,7.17,,,,,,,
Summer Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,0.41,1.0,24.7,45,,,24.7,45,,,24.7,45,0.0,24.7,,,,24.7,24.7,,-0.75,16.81,,,,,,,
Summer Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,0.56,1.0,26.0,56,,,26.0,56,,,26.0,56,0.0,26.0,,,,26.0,26.0,,0.21,5.93,,,,,,,
Summer Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,0.41,1.0,24.0,66,,,24.0,66,,,24.0,66,0.0,24.0,,,,24.0,24.0,,-0.87,21.09,,,,,,,
Summer Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,0.41,1.0,24.8,59,,,24.8,59,,,24.8,59,0.0,24.8,,,,24.8,24.8,,-0.59,12.34,,,,,,,
Summer Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,0.56,1.0,25.0,55,,,25.0,55,,,25.0,55,0.0,25.0,,,,25.0,25.0,,-0.17,5.6,,,,,,,
Summer Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,0.56,1.0,26.5,49,,,26.5,49,,,26.5,49,0.0,26.5,,,,26.5,26.5,,0.33,7.31,,,,,,,
Summer Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,0.56,1.0,25.0,63,,,25.0,63,,,25.0,63,0.0,25.0,,,,25.0,25.0,,-0.1,5.22,,,,,,,
Summer Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,0.56,1.0,25.0,72,,,25.0,72,,,25.0,72,0.0,25.0,,,,25.0,25.0,,-0.03,5.02,,,,,,,
Summer Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,0.56,1.0,25.8,60,,,25.8,60,,,25.8,60,0.0,25.8,,,,25.8,25.8,,0.17,5.61,,,,,,,
Summer Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,0.41,1.0,26.0,69,,,26.0,69,,,26.0,69,0.0,26.0,,,,26.0,26.0,,0.0,5.0,,,,,,,
Summer Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,0.41,1.0,26.8,74,,,26.8,74,,,26.8,74,0.0,26.8,,,,26.8,26.8,,0.39,8.13,,,,,,,
Summer Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,0.41,1.0,26.5,69,,,26.5,69,,,26.5,69,0.0,26.5,,,,26.5,26.5,,0.21,5.94,,,,,,,
Summer Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,0.56,1.0,27.5,66,,,27.5,66,,,27.5,66,0.0,27.5,,,,27.5,27.5,,0.86,20.83,,,,,,,
Summer Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,0.56,1.0,28.0,63,,,28.0,63,,,28.0,63,0.0,28.0,,,,28.0,28.0,,1.02,27.18,,,,,,,
Summer Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,0.56,1.0,26.0,64,,,26.0,64,,,26.0,64,0.0,26.0,,,,26.0,26.0,,0.28,6.66,,,,,,,
Summer Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,0.41,1.0,25.2,77,,,25.2,77,,,25.2,77,0.0,25.2,,,,25.2,25.2,,-0.27,6.53,,,,,,,
Summer Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,0.41,1.0,25.5,72,,,25.5,72,,,25.5,72,0.0,25.5,,,,25.5,25.5,,-0.18,5.71,,,,,,,
Summer Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,0.56,1.0,25.6,64,,,25.6,64,,,25.6,64,0.0,25.6,,,,25.6,25.6,,0.13,5.36,,,,,,,
Summer Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,0.56,1.0,24.8,63,,,24.8,63,,,24.8,63,0.0,24.8,,,,24.8,24.8,,-0.18,5.66,,,,,,,
Summer Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,0.56,1.0,23.5,75,,,23.5,75,,,23.5,75,0.0,23.5,,,,23.5,23.5,,-0.57,11.9,,,,,,,
Summer Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,0.41,1.0,23.5,71,,,23.5,71,,,23.5,71,0.0,23.5,,,,23.5,23.5,,-1.04,28.12,,,,,,,
Summer Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,0.56,1.0,24.0,84,,,24.0,84,,,24.0,84,0.0,24.0,,,,24.0,24.0,,-0.31,7.03,,,,,,,
Summer Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,0.41,1.0,23.5,71,,,23.5,71,,,23.5,71,0.0,23.5,,,,23.5,23.5,,-1.04,28.12,,,,,,,
Summer Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,0.41,1.0,23.7,71,,,23.7,71,,,23.7,71,0.0,23.7,,,,23.7,23.7,,-0.96,24.52,,,,,,,
Summer Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,0.56,1.0,23.5,75,,,23.5,75,,,23.5,75,0.0,23.5,,,,23.5,23.5,,-0.57,11.9,,,,,,,
Summer Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,0.56,1.0,25.0,76,,,25.0,76,,,25.0,76,0.0,25.0,,,,25.0,25.0,,0.01,5.0,,,,,,,
Summer Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,0.56,1.0,24.0,79,,,24.0,79,,,24.0,79,0.0,24.0,,,,24.0,24.0,,-0.35,7.58,,,,,,,
Summer Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,0.56,1.0,24.0,85,,,24.0,85,,,24.0,85,0.0,24.0,,,,24.0,24.0,,-0.3,6.93,,,,,,,
Summer Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,0.56,1.0,24.0,71,,,24.0,71,,,24.0,71,0.0,24.0,,,,24.0,24.0,,-0.41,8.59,,,,,,,
Summer Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,0.56,1.0,24.5,76,,,24.5,76,,,24.5,76,0.0,24.5,,,,24.5,24.5,,-0.18,5.71,,,,,,,
Summer Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,0.41,1.0,26.0,73,,,26.0,73,,,26.0,73,0.0,26.0,,,,26.0,26.0,,0.04,5.03,,,,,,,
Summer Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,0.41,1.0,27.5,66,,,27.5,66,,,27.5,66,0.0,27.5,,,,27.5,27.5,,0.61,12.77,,,,,,,
Summer Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,0.41,1.0,26.5,61,,,26.5,61,,,26.5,61,0.0,26.5,,,,26.5,26.5,,0.14,5.41,,,,,,,
Summer Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,0.41,1.0,23.7,62,,,23.7,62,,,23.7,62,0.0,23.7,,,,23.7,23.7,,-1.03,27.45,,,,,,,
Summer Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,0.41,1.0,24.5,54,,,24.5,54,,,24.5,54,0.0,24.5,,,,24.5,24.5,,-0.76,17.15,,,,,,,
Summer Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,0.56,1.0,26.0,64,,,26.0,64,,,26.0,64,0.0,26.0,,,,26.0,26.0,,0.28,6.66,,,,,,,
Summer Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,0.56,1.0,24.5,63,,,24.5,63,,,24.5,63,0.0,24.5,,,,24.5,24.5,,-0.29,6.75,,,,,,,
Summer Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,0.41,1.0,25.0,59,,,25.0,59,,,25.0,59,0.0,25.0,,,,25.0,25.0,,-0.51,10.38,,,,,,,
Summer Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,0.56,1.0,25.5,55,,,25.5,55,,,25.5,55,0.0,25.5,,,,25.5,25.5,,0.02,5.01,,,,,,,
Summer Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,0.56,1.0,25.3,59,,,25.3,59,,,25.3,59,0.0,25.3,,,,25.3,25.3,,-0.02,5.01,,,,,,,
Summer Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,0.56,1.0,24.6,63,,,24.6,63,,,24.6,63,0.0,24.6,,,,24.6,24.6,,-0.25,6.33,,,,,,,
Summer Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,0.56,1.0,22.3,78,,,22.3,78,,,22.3,78,0.0,22.3,,,,22.3,22.3,,-1.01,26.47,,,,,,,
Summer Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,0.41,1.0,24.5,67,,,24.5,67,,,24.5,67,0.0,24.5,,,,24.5,24.5,,-0.65,13.98,,,,,,,
Summer Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,0.56,1.0,25.2,60,,,25.2,60,,,25.2,60,0.0,25.2,,,,25.2,25.2,,-0.05,5.06,,,,,,,
Summer Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,0.56,1.0,26.0,69,,,26.0,69,,,26.0,69,0.0,26.0,,,,26.0,26.0,,0.33,7.23,,,,,,,
Summer Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,0.56,1.0,23.5,75,,,23.5,75,,,23.5,75,0.0,23.5,,,,23.5,23.5,,-0.57,11.9,,,,,,,
Summer Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,0.56,1.0,25.3,68,,,25.3,68,,,25.3,68,0.0,25.3,,,,25.3,25.3,,0.05,5.06,,,,,,,
Summer Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,0.56,1.0,26.0,64,,,26.0,64,,,26.0,64,0.0,26.0,,,,26.0,26.0,,0.28,6.66,,,,,,,
Summer Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,0.41,1.0,24.5,67,,,24.5,67,,,24.5,67,0.0,24.5,,,,24.5,24.5,,-0.65,13.98,,,,,,,
Summer Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,0.41,1.0,25.5,74,,,25.5,74,,,25.5,74,0.0,25.5,,,,25.5,25.5,,-0.17,5.59,,,,,,,
Summer Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,0.56,1.0,27.2,70,,,27.2,70,,,27.2,70,0.0,27.2,,,,27.2,27.2,,0.79,18.18,,,,,,,
Summer Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,0.56,1.0,26.5,73,,,26.5,73,,,26.5,73,0.0,26.5,,,,26.5,26.5,,0.55,11.41,,,,,,,
Summer Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,0.41,1.0,26.0,77,,,26.0,77,,,26.0,77,0.0,26.0,,,,26.0,26.0,,0.07,5.11,,,,,,,
Summer Season,Shanghai City,Hot summer and cold winter zone,Residential,,,Naturally Ventilated,,,,,,,,0.41,1.0,27.5,82,,,27.5,82,,,27.5,82,0.0,27.5,,,,27.5,27.5,,0.76,17.3,,,,,,,
Winter Season,"Henan Province, Nanyang City",Hot summer and cold winter zone,Residential,,,Air conditioning heating,,,,,,,,1.01,1.0,17.5,70,0.02,,17.5,70,0.02,,17.5,70,0.0,17.5,,,,17.5,17.5,,-1.42,47.02,,,,,,,
Winter Season,"Henan Province, Nanyang City",Hot summer and cold winter zone,Residential,,,Air conditioning heating,,,,,,,,1.01,1.0,17.0,68,0.02,,17.0,68,0.02,,17.0,68,0.0,17.0,,,,17.0,17.0,,-1.57,55.15,,,,,,,
Winter Season,"Henan Province, Nanyang City",Hot summer and cold winter zone,Residential,,,Air conditioning heating,,,,,,,,0.86,1.0,17.0,72,0.02,,17.0,72,0.02,,17.0,72,0.0,17.0,,,,17.0,17.0,,-1.94,74.23,,,,,,,
Winter Season,"Henan Province, Nanyang City",Hot summer and cold winter zone,Residential,,,Air conditioning heating,,,,,,,,1.01,1.0,19.0,84,0.02,,19.0,84,0.02,,19.0,84,0.0,19.0,,,,19.0,19.0,,-0.92,23.13,,,,,,,
Winter Season,"Henan Province, Nanyang City",Hot summer and cold winter zone,Residential,,,Air conditioning heating,,,,,,,,1.01,1.0,16.0,74,0.02,,16.0,74,0.02,,16.0,74,0.0,16.0,,,,16.0,16.0,,-1.82,68.38,,,,,,,
Winter Season,"Henan Province, Nanyang City",Hot summer and cold winter zone,Residential,,,Air conditioning heating,,,,,,,,1.17,1.0,14.5,78,0.02,,14.5,78,0.02,,14.5,78,0.0,14.5,,,,14.5,14.5,,-1.8,66.95,,,,,,,
Winter Season,"Henan Province, Nanyang City",Hot summer and cold winter zone,Residential,,,Air conditioning heating,,,,,,,,1.12,1.0,15.0,78,0.02,,15.0,78,0.02,,15.0,78,0.0,15.0,,,,15.0,15.0,,-1.79,66.85,,,,,,,
Winter Season,"Henan Province, Nanyang City",Hot summer and cold winter zone,Residential,,,Air conditioning heating,,,,,,,,1.66,1.0,14.0,78,0.02,,14.0,78,0.02,,14.0,78,0.0,14.0,,,,14.0,14.0,,-1.01,26.56,,,,,,,
Winter Season,"Henan Province, Nanyang City",Hot summer and cold winter zone,Residential,,,Air conditioning heating,,,,,,,,1.13,1.0,17.5,42,0.02,,17.5,42,0.02,,17.5,42,0.0,17.5,,,,17.5,17.5,,-1.3,40.49,,,,,,,
Winter Season,"Henan Province, Nanyang City",Hot summer and cold winter zone,Residential,,,Air conditioning heating,,,,,,,,1.13,1.0,18.5,42,0.02,,18.5,42,0.02,,18.5,42,0.0,18.5,,,,18.5,18.5,,-1.05,28.32,,,,,,,
Winter Season,"Henan Province, Nanyang City",Hot summer and cold winter zone,Residential,,,Air conditioning heating,,,,,,,,1.13,1.0,16.0,40,0.02,,16.0,40,0.02,,16.0,40,0.0,16.0,,,,16.0,16.0,,-1.69,61.32,,,,,,,
Winter Season,"Henan Province, Nanyang City",Hot summer and cold winter zone,Residential,,,Air conditioning heating,,,,,,,,1.01,1.0,14.0,66,0.03,,14.0,66,0.03,,14.0,66,0.0,14.0,,,,14.0,14.0,,-2.41,91.48,,,,,,,
Winter Season,"Henan Province, Nanyang City",Hot summer and cold winter zone,Residential,,,Air conditioning heating,,,,,,,,1.01,1.0,13.0,65,0.03,,13.0,65,0.03,,13.0,65,0.0,13.0,,,,13.0,13.0,,-2.69,96.64,,,,,,,
Winter Season,"Henan Province, Nanyang City",Hot summer and cold winter zone,Residential,,,Air conditioning heating,,,,,,,,1.01,1.0,14.0,60,0.03,,14.0,60,0.03,,14.0,60,0.0,14.0,,,,14.0,14.0,,-2.44,92.09,,,,,,,
Winter Season,"Henan Province, Nanyang City",Hot summer and cold winter zone,Residential,,,Air conditioning heating,,,,,,,,1.23,1.0,14.0,66,0.12,,14.0,66,0.12,,14.0,66,0.0,14.0,,,,14.0,14.0,,-1.91,72.66,,,,,,,
